#id	warrant0	warrant1	correctLabelW0orW1	reason	claim	debateTitle	debateInfo
18242280_168_A247LJDZOGXJK6	people in the comments section are also biased but it equals out overall	people in the comments section are even more biased	0	The media is biased And comment sections can help one understand what is really going on	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18246796_353_A1CF6U3GF7DZEJ	the nuts provide no entertainment And discourage readership	the nuts provide entertainment And sustain readership	0	Comment sections provide an avenue for unwanted hassle And even interaction with so called nuts	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18337565_178_A1CF6U3GF7DZEJ	what works for many works for everybody	what works for many doesn't work for everybody	0	Many people can smoke marijuana heavily And quit without A problem	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
19585313_0_A34QZDSTKZ3JO9	the Swiss And Dutch government is similar To ours	the Swiss And Dutch government is different than ours	0	Taking A cue from the success <unk> the Swiss And Dutch healthcare models proves Obamacare can work too	Obamacare is sustainable	Is Obamacare Sustainable	Some insurance companies are pulling out <unk> certain <abbv> state health care exchanges
19639960_755_A1I4CYG5YDFTYM	these websites can often be easy To understand And lead To A informed diagnosis for someone	these websites can often be confusing And lead To A misinformed diagnosis for someone	0	It is good To be informed about your health	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
19122484_258_A104V8NZIQFN2F	there is no way back from the public forum	there is always A way back from the public forum	0	Obviously they are human And have opinions but they should not allow those opinions To enter the public forum	Supreme court justice cannot denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18246375_210_AYFOAD75CRBKE	more context And perspectives is enlightening	more context And perspectives is overwhelming	0	Comments give new perspectives And context To stories	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
17277601_811_A104V8NZIQFN2F	lack <unk> education costs even more	lack <unk> education costs less	1	Publicly funded education would cost society too much	College should not be free	Should College Be Free	The cost <unk> higher education is very much on the minds <unk> many voters these days And it an issue among politicians from both sides <unk> the aisle
18248069_73_A34QZDSTKZ3JO9	many people share their voice And complement the writer	too many people share their voice And overshadow the writer	0	Comment sections provide A voice To thoughts And ideas outside the scope <unk> regular editorial content	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18068301_176_A3TKD7EJ6BM0M5	diversity wouldn't be good for NATO	diversity would be good for NATO	0	Turkey does not have much in common with the rest <unk> the countries in <unk>	Turkey doesn't belong To NATO	Does Turkey Still Belong in NATO	Given President Erdogan record on human rights And how his focus on the Kurdish minority has interfered with his fight against ISIS is he A reliable ally
18248110_159_A1CF6U3GF7DZEJ	many people feel that way	only A few people feel that way	0	It is often educational To read commentors opinions	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19637475_162_APW9F8OTJ4KXO	A person could easily correctly self diagnose And then seek the right treatment	A person could incorrectly self diagnose And then seek the wrong treatment	0	A search on A medical site could get early treatment	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
18250168_445_A8GWYS9O8FUEK	comments allow us To come To A compromise	comments prevent us To come To A compromise	0	We are able To take into consideration all views And come To A compromise	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18541016_156_APW9F8OTJ4KXO	it is up To every individual And country To decide whether To attend they can choose not To in order To make A statement about how much importance we place on these games	it is not up To every individual And country To decide whether To attend they can't choose not To in order To make A statement about how much importance we place on these games	1	Attending the Olympics will risk the health <unk> participants And fans as well as their families And entire countries	Brazil should postpone Olympics	Should Brazil Postpone the Olympics	The country is in the midst <unk> A political And economic crisis not To mention A Zika outbreak And the Summer Games are three months away
18039520_244_APW9F8OTJ4KXO	participating countries should be required To have the same ideologies	participating countries are not required To have the same ideologies	0	Turkey practices A different leaning ideology than other nearby countries in <unk>	Turkey doesn't belong To NATO	Does Turkey Still Belong in NATO	Given President Erdogan record on human rights And how his focus on the Kurdish minority has interfered with his fight against ISIS is he A reliable ally
