#id	warrant0	warrant1	correctLabelW0orW1	reason	claim	debateTitle	debateInfo
11652915_304_A34QZDSTKZ3JO9	Jewish people need To stop being killed	Jewish people must stop being killed	1	It is likely that Jewish people would be slaughtered proof <unk> that is what is happening between Egyptians And muslims	hamas <unk> unity can't lead To mideast peace	Can hamas <unk> Unity Lead To Mideast Peace	Will A reconciliation between Fatah And Hamas improve the chances <unk> arab israeli peace which have dimmed as u s backed talks foundered
7950152_326_A1DJNUJZN8FE7N	wisdom has much To do with city planning	wisdom has nothing To do with city planning	0	Libraries are A wise addition	We need libraries	Do We Still Need Libraries	What are libraries for And how should they evolve
11160920_233_AA7ASGQEOMKEZ	dignity should be bestowed freely	dignity should be earned	0	It would give dignity To both immigrants And democracy	All immigrants should get ID cards	Should All Immigrants Get ID Cards	Should cities issue identification for anyone who has no passport or driver license even if they are not in the country legally
10338469_90_A1HKYY6XI2OHO1	evidence can be tampered with only if you're an expert in photoshop	evidence can be tampered with if you know how To use photoshop	0	Then there would be evidence instead <unk> just opinion	Police officers should be required To wear cameras	If Police Encounters Were Filmed	Should police officers be required To wear cameras that record their interactions with the public
6540450_0_A1CF6U3GF7DZEJ	most families are just as awesome as mine is	most families are not as awesome as mine is	0	My family took A trip around New York State And Connecticut And it was epic	Parents should make vacation with kids	Are Family Vacations Worth It	Should parents soldier forth And try To create those irreplaceable family memories Or take A real break by zipping off without the kids
11403441_274_A1CF6U3GF7DZEJ	they still have the freedom <unk> choice	the freedom <unk> choice is dangerous here	1	In recent years there have been A few outbreaks <unk> viruses that were once all but eradicated And they can be blamed on people who make capable choices	Vaccination should be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed To get religious or philosophical exemptions from having their children immunized
10228010_216_APW9F8OTJ4KXO	casinos can become self funded through the money they earn from gamblers	casinos can't become self funded through the money they earn from gamblers	1	Allocating resources To education is more useful than funding casinos	Casinos are too much <unk> A gamble	Are Casinos Too Much <unk> A Gamble	Do the economic And fiscal benefits <unk> casinos outweigh their social And economic costs
6017135_72_A1OYYWJ2B7OQTD	the basic ingredients <unk> A vegan diet do have some merit	the basic ingredients <unk> A vegan diet don't have any merit	1	Vegans use pseudo science To pressure people into an unhealthy lifestyle	Veganism is not good for everyone	Is Veganism Good For Everyone	Maybe some <unk> us simply weren't built To be vegans Is the diet good for everyone
11163402_167_A1N1T17XTPEEK5	the government should know who is who	the government should not know who is who	0	Legal identification would help police identify people.	All immigrants should get ID cards	Should All Immigrants Get ID Cards	Should cities issue identification for anyone who has no passport or driver license even if they are not in the country legally
2700867_102_APW9F8OTJ4KXO	these are things that should be learned in the formative years or in one spare time outside <unk> school	these are things that shouldn't be learned in the formative years or in one spare time outside <unk> school	1	Humanities help students To process information And communicate with other people more effectively sometimes in other languages	Colleges need humanities programs	Do Colleges Need French Departments	With humanities programs being cut at many universities what do students stand To lose
4063639_595_A1I4CYG5YDFTYM	this is the sort <unk> skill not just any teacher or aide could learn there needs To be A full time librarian on staff	This is the sort <unk> skill any teacher or aide could learn there doesn't have To be A full time librarian on staff	0	Librarians have the ability To teach A special skill set To those who come To their buildings And they generally have the love <unk> their job To do just that	School librarians are not expendable	Are School Librarians Expendable	States And cities are under severe budget constraints They are turning To the library
